Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Education,"School Enrollment","High school (grades 9-12)",39572,"(+/- 3188 )",40202,"(+/- 2702 )",39501,"(+/- 2993 )",39238,"(+/- 3158 )",41129,"(+/- 2917 )",30097,"(+/- 2420 )",35292,"(+/- 3388 )",38758,"(+/- 3936 )",34687,"(+/- 3279 )",28336,"(+/- 2530 )",39635,"(+/- 2780 )",16386,"(+/- 2806 )",34840,"(+/- 3172 )",30239,"(+/- 2864 )",49824,"(+/- 3340 )",37731,"(+/- 2790 )",46616,"(+/- 2638 )",44390,"(+/- 2586 )",34374,"(+/- 2095 )",34901,"(+/- 2769 )",33430,"(+/- 2362 )",34410,"(+/- 2070 )",34354,"(+/- 1776 )",35502,"(+/- 1624 )",34684,"(+/- 1702 )",33237,"(+/- 2124 )",40069,"(+/- 2450 )"
Education,"School Enrollment","College or graduate school",51199,"(+/- 3659 )",49477,"(+/- 4021 )",41838,"(+/- 3006 )",57516,"(+/- 3177 )",61817,"(+/- 5122 )",53827,"(+/- 3824 )",46117,"(+/- 3690 )",57443,"(+/- 4769 )",57144,"(+/- 4307 )",63758,"(+/- 4802 )",48513,"(+/- 3748 )",57068,"(+/- 5755 )",63797,"(+/- 6479 )",46254,"(+/- 3841 )",54232,"(+/- 5083 )",51950,"(+/- 4025 )",51773,"(+/- 3998 )",52626,"(+/- 3794 )",45787,"(+/- 3353 )",71075,"(+/- 3821 )",38664,"(+/- 2578 )",55513,"(+/- 3632 )",61297,"(+/- 2708 )",56456,"(+/- 3037 )",60376,"(+/- 3121 )",60176,"(+/- 4690 )",38030,"(+/- 2595 )"
Education,"Educational Attainment","Population 25 years and over",503775,"(+/- 5594 )",495460,"(+/- 7786 )",517593,"(+/- 11491 )",502256,"(+/- 7224 )",545797,"(+/- 11291 )",563756,"(+/- 12658 )",517925,"(+/- 14499 )",547926,"(+/- 11454 )",525770,"(+/- 11727 )",530418,"(+/- 13870 )",525888,"(+/- 7609 )",562719,"(+/- 12908 )",564832,"(+/- 14636 )",505731,"(+/- 13736 )",478765,"(+/- 9320 )",515595,"(+/- 9221 )",491514,"(+/- 5162 )",490375,"(+/- 5341 )",503039,"(+/- 4497 )",498885,"(+/- 4239 )",489361,"(+/- 3456 )",476980,"(+/- 2648 )",476666,"(+/- 2773 )",484489,"(+/- 2168 )",497191,"(+/- 1675 )",496870,"(+/- 4596 )",511556,"(+/- 5150 )"
Education,"Educational Attainment","Less than 9th grade",17458,"(+/- 3364 )",26795,"(+/- 3062 )",19374,"(+/- 2550 )",27367,"(+/- 2931 )",45138,"(+/- 3969 )",52503,"(+/- 4484 )",77759,"(+/- 6788 )",34435,"(+/- 3517 )",30094,"(+/- 3509 )",33478,"(+/- 3425 )",34300,"(+/- 3687 )",15872,"(+/- 2900 )",72773,"(+/- 6082 )",68707,"(+/- 5902 )",85327,"(+/- 6695 )",32285,"(+/- 3348 )",28850,"(+/- 3487 )",14644,"(+/- 2071 )",15131,"(+/- 2351 )",11252,"(+/- 1895 )",16031,"(+/- 1777 )",15926,"(+/- 1848 )",14861,"(+/- 2027 )",13696,"(+/- 1878 )",14579,"(+/- 1818 )",14641,"(+/- 1839 )",9010,"(+/- 1414 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",24987,"(+/- 3618 )",32035,"(+/- 2838 )",16338,"(+/- 2205 )",26324,"(+/- 2938 )",52273,"(+/- 3328 )",44850,"(+/- 4547 )",66472,"(+/- 5703 )",46057,"(+/- 3577 )",35675,"(+/- 3605 )",28611,"(+/- 3740 )",34723,"(+/- 3424 )",14922,"(+/- 2682 )",72635,"(+/- 5834 )",40710,"(+/- 3385 )",83802,"(+/- 5069 )",44430,"(+/- 3939 )",26825,"(+/- 3162 )",27776,"(+/- 3380 )",34637,"(+/- 3503 )",27834,"(+/- 2763 )",36702,"(+/- 2191 )",34811,"(+/- 2719 )",33009,"(+/- 2316 )",35085,"(+/- 2765 )",32712,"(+/- 3194 )",32655,"(+/- 2928 )",25769,"(+/- 2537 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",138437,"(+/- 6951 )",142077,"(+/- 5917 )",101534,"(+/- 6373 )",121230,"(+/- 7065 )",162889,"(+/- 6232 )",153149,"(+/- 7783 )",121391,"(+/- 7036 )",165725,"(+/- 7869 )",143590,"(+/- 6639 )",74244,"(+/- 5513 )",149971,"(+/- 6211 )",53310,"(+/- 5161 )",125450,"(+/- 8391 )",158369,"(+/- 7851 )",131717,"(+/- 6039 )",118443,"(+/- 6262 )",104269,"(+/- 4954 )",129924,"(+/- 5388 )",162146,"(+/- 5439 )",121297,"(+/- 4882 )",176410,"(+/- 5585 )",161902,"(+/- 4913 )",159071,"(+/- 5033 )",139190,"(+/- 4738 )",121824,"(+/- 5007 )",138381,"(+/- 5475 )",158125,"(+/- 5154 )"
Education,"Educational Attainment","Some college, no degree",88918,"(+/- 5505 )",86996,"(+/- 4790 )",70792,"(+/- 4247 )",74960,"(+/- 4709 )",102073,"(+/- 5705 )",72479,"(+/- 5112 )",59809,"(+/- 4002 )",79881,"(+/- 4931 )",78920,"(+/- 4838 )",45842,"(+/- 4157 )",80730,"(+/- 4408 )",41689,"(+/- 4383 )",79746,"(+/- 6092 )",64748,"(+/- 4637 )",81374,"(+/- 5398 )",75817,"(+/- 5221 )",72454,"(+/- 4654 )",90753,"(+/- 4549 )",83743,"(+/- 4226 )",83527,"(+/- 4925 )",88040,"(+/- 4852 )",87251,"(+/- 4264 )",84578,"(+/- 3876 )",83111,"(+/- 3830 )",85562,"(+/- 4310 )",95358,"(+/- 4800 )",94677,"(+/- 4475 )"
Education,"Educational Attainment","Associate's degree",49068,"(+/- 3919 )",48123,"(+/- 2941 )",37365,"(+/- 2995 )",42676,"(+/- 3660 )",40856,"(+/- 3260 )",48269,"(+/- 4131 )",22809,"(+/- 2665 )",43082,"(+/- 3609 )",34694,"(+/- 2996 )",22271,"(+/- 3050 )",39198,"(+/- 3365 )",19998,"(+/- 3331 )",35757,"(+/- 3869 )",37947,"(+/- 3456 )",30843,"(+/- 3279 )",40657,"(+/- 4127 )",33497,"(+/- 2757 )",48289,"(+/- 3865 )",58513,"(+/- 3284 )",64585,"(+/- 4142 )",54092,"(+/- 3298 )",60881,"(+/- 3775 )",58994,"(+/- 3266 )",63791,"(+/- 3370 )",57833,"(+/- 3503 )",55753,"(+/- 3643 )",68291,"(+/- 3105 )"
Education,"Educational Attainment","Bachelor's degree",102279,"(+/- 4420 )",91813,"(+/- 5642 )",144278,"(+/- 5531 )",116642,"(+/- 4884 )",97758,"(+/- 4664 )",115755,"(+/- 5803 )",108118,"(+/- 6710 )",108697,"(+/- 6155 )",114413,"(+/- 5462 )",158122,"(+/- 7137 )",109399,"(+/- 5212 )",224422,"(+/- 8181 )",102809,"(+/- 6980 )",85035,"(+/- 4735 )",48830,"(+/- 4017 )",103488,"(+/- 5764 )",116731,"(+/- 4468 )",98438,"(+/- 4417 )",81438,"(+/- 5306 )",102067,"(+/- 4338 )",64222,"(+/- 3491 )",67076,"(+/- 3636 )",64963,"(+/- 3523 )",85437,"(+/- 4331 )",99490,"(+/- 4163 )",91198,"(+/- 4440 )",92002,"(+/- 4847 )"
Education,"Educational Attainment","Graduate or professional degree",82628,"(+/- 5043 )",67621,"(+/- 3901 )",127912,"(+/- 5379 )",93057,"(+/- 4871 )",44810,"(+/- 3683 )",76751,"(+/- 5129 )",61567,"(+/- 3828 )",70049,"(+/- 4503 )",88384,"(+/- 4740 )",167850,"(+/- 7604 )",77567,"(+/- 5032 )",192506,"(+/- 8215 )",75662,"(+/- 5486 )",50215,"(+/- 3932 )",16872,"(+/- 2249 )",100475,"(+/- 4426 )",108888,"(+/- 5137 )",80551,"(+/- 4324 )",67431,"(+/- 3755 )",88323,"(+/- 4710 )",53864,"(+/- 3143 )",49133,"(+/- 3062 )",61190,"(+/- 3558 )",64179,"(+/- 3457 )",85191,"(+/- 4436 )",68884,"(+/- 4685 )",63682,"(+/- 3325 )"
Education,"Educational Attainment","Percent high school graduate or higher",91.6,"(+/- 0.8 )",88.1,"(+/- 0.9 )",93.1,"(+/- 0.7 )",89.3,"(+/- 0.9 )",82.2,"(+/- 1.0 )",82.7,"(+/- 1.1 )",72.2,"(+/- 1.4 )",85.3,"(+/- 0.9 )",87.5,"(+/- 0.9 )",88.3,"(+/- 1.0 )",86.9,"(+/- 0.9 )",94.5,"(+/- 0.7 )",74.3,"(+/- 1.3 )",78.4,"(+/- 1.2 )",64.7,"(+/- 1.5 )",85.1,"(+/- 0.9 )",88.7,"(+/- 1.0 )",91.3,"(+/- 0.7 )",90.1,"(+/- 0.8 )",92.2,"(+/- 0.6 )",89.2,"(+/- 0.6 )",89.4,"(+/- 0.7 )",90.0,"(+/- 0.6 )",89.9,"(+/- 0.7 )",90.5,"(+/- 0.7 )",90.5,"(+/- 0.7 )",93.2,"(+/- 0.6 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",36.7,"(+/- 1.3 )",32.2,"(+/- 1.2 )",52.6,"(+/- 1.4 )",41.8,"(+/- 1.3 )",26.1,"(+/- 1.0 )",34.1,"(+/- 1.3 )",32.8,"(+/- 1.3 )",32.6,"(+/- 1.2 )",38.6,"(+/- 1.1 )",61.5,"(+/- 1.6 )",35.6,"(+/- 1.3 )",74.1,"(+/- 1.1 )",31.6,"(+/- 1.3 )",26.7,"(+/- 1.2 )",13.7,"(+/- 0.9 )",39.6,"(+/- 1.2 )",45.9,"(+/- 1.3 )",36.5,"(+/- 1.1 )",29.6,"(+/- 1.1 )",38.2,"(+/- 1.2 )",24.1,"(+/- 1.0 )",24.4,"(+/- 1.1 )",26.5,"(+/- 0.9 )",30.9,"(+/- 1.2 )",37.1,"(+/- 1.1 )",32.2,"(+/- 1.3 )",30.4,"(+/- 1.0 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag","District 18 Estimate","District 18 Flag","District 19 Estimate","District 19 Flag","District 20 Estimate","District 20 Flag","District 21 Estimate","District 21 Flag","District 22 Estimate","District 22 Flag","District 23 Estimate","District 23 Flag","District 24 Estimate","District 24 Flag","District 25 Estimate","District 25 Flag","District 26 Estimate","District 26 Flag","District 27 Estimate","District 27 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",240530,G,248534,G,385416,G,269755,G,159716,G,167770,G,227425,G,136711,G,125110,G,810907,G,154361,G,1523839,G,146859,H,151251,G,125450,G,176729,G,345251,G,225181,G,167396,G,336634,G,180068,G,224510,G,222997,G,277393,G,353784,G,349800,G,210491,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",150,H,10,G,138,H,23,J,5,G,5,G,a,D,a,D,a,D,a,D,a,D,85,J,0,N,0,N,a,D,6,G,76,J,306,G,512,G,c,D,498,G,139,G,375,H,96,H,c,D,17,G,171,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",109,G,17,G,32,J,24,H,a,D,a,D,0,N,0,N,0,N,88,J,0,N,38,J,0,N,0,N,0,N,4,G,b,D,132,H,335,G,501,H,436,G,260,G,709,H,171,H,b,D,b,D,592,H
Business,"Paid employees for pay period including March 12",Utilities,631,J,510,J,3120,J,577,H,318,H,c,D,1157,J,h,D,43,H,g,D,831,H,5945,H,e,D,h,D,e,D,f,D,3520,J,1440,H,658,G,1366,H,965,H,1008,J,903,H,4388,H,g,D,1619,G,710,H
Business,"Paid employees for pay period including March 12",Construction,19462,G,23884,G,17023,G,16343,G,8417,G,13063,G,15312,G,4261,G,3327,G,17743,G,11723,G,41364,G,2169,G,14907,G,5761,G,15188,G,19497,G,11571,G,9436,G,14331,G,8667,G,7110,G,7833,G,12204,G,12055,G,12007,G,12854,G
Business,"Paid employees for pay period including March 12",Manufacturing,18469,G,27962,G,12599,G,8401,G,3007,H,4331,G,10416,G,4460,G,1170,G,11307,G,1653,G,19526,G,491,G,5039,G,4852,G,6272,G,13347,G,14137,G,13785,G,23581,G,19950,G,30248,G,34119,G,28693,G,34404,G,30161,G,36599,G
Business,"Paid employees for pay period including March 12","Wholesale trade",14270,G,20826,G,26830,G,8897,G,3557,G,6067,G,13727,G,5343,G,2179,G,25572,G,3303,G,75893,G,691,G,6884,G,10458,G,4528,G,18309,G,11453,G,5759,G,13859,G,5324,G,8193,G,6056,G,15517,G,14670,G,17034,G,10123,G
Business,"Paid employees for pay period including March 12","Retail trade",40875,G,36570,G,40524,G,40317,G,20288,G,24558,G,24637,G,21403,G,15846,G,55582,G,25509,G,101069,G,14842,G,17439,G,17048,G,29332,G,40155,G,41059,G,28982,G,43815,G,36314,G,33236,G,33402,G,39499,G,40970,G,41917,G,39737,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",5942,G,10871,G,9637,G,9346,G,41433,G,2598,G,9445,H,8470,G,1215,H,10855,G,6066,G,19503,G,959,G,13790,H,6696,G,7052,G,8773,G,8636,G,6428,G,9232,G,7353,G,6767,G,4793,G,10082,G,8404,G,12381,G,5352,G
Business,"Paid employees for pay period including March 12",Information,3787,G,5658,H,11013,H,4473,H,1250,G,2503,G,5835,G,2561,J,2873,H,68793,G,2298,G,111906,G,2065,G,2971,G,1730,J,3863,H,8612,H,5093,G,2652,G,8995,G,3438,G,4621,G,3370,G,5447,G,10753,G,6280,G,2658,G
Business,"Paid employees for pay period including March 12","Finance and insurance",7286,G,6276,G,27974,G,14953,G,2049,H,6242,G,9470,H,4238,H,2025,H,110413,G,4139,G,203350,G,2114,G,3230,H,1738,G,4041,H,20044,G,6304,G,5887,G,19519,G,4479,H,11011,G,5625,G,12073,G,13243,G,26396,G,5560,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2641,G,3201,G,7656,G,4469,G,3028,G,4675,G,6421,G,3450,G,4034,H,23181,G,2617,G,51632,G,5236,H,3676,G,4719,G,6349,G,7293,G,3390,G,2075,G,4850,G,2019,G,2092,G,2382,G,4492,G,6450,G,5682,G,2454,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",16658,H,13907,G,37166,G,19987,G,3690,G,6876,G,11586,G,3490,G,3930,G,98185,G,5833,G,231219,G,2847,G,2902,G,2321,G,5984,G,24999,G,13160,G,5426,G,28707,G,4775,G,9758,G,6432,G,16169,G,25391,G,26767,G,6720,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1568,G,4699,H,16557,G,2268,H,781,G,355,H,835,G,1207,G,175,J,23278,G,368,H,65579,G,1084,H,1234,H,344,H,908,G,13838,G,4750,G,2079,H,9526,J,1929,H,3231,G,3078,G,2572,H,10824,H,8580,G,2394,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",12831,G,17249,G,23209,G,14543,G,8545,G,6977,G,9026,G,4639,G,2598,G,46346,G,5586,G,100022,G,3334,H,5447,H,4802,H,7319,G,21990,G,11173,G,4696,G,14842,G,6674,G,10181,G,7415,G,16673,G,28430,H,25731,G,7974,G
Business,"Paid employees for pay period including March 12","Educational services",4610,G,3823,G,12179,G,14203,G,8065,H,5072,G,13705,G,8645,G,7044,G,65947,G,8515,G,68118,H,16555,G,8404,H,9361,H,12886,G,15771,G,9825,G,8267,G,20234,H,5247,G,7495,G,28572,J,13592,H,31287,J,11381,G,4298,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",49192,G,37925,G,87338,G,59414,G,30161,G,56848,G,51038,G,39603,G,56032,G,100518,G,51755,G,136663,G,73150,H,36556,G,39012,G,39625,G,75345,G,45383,G,37712,G,67820,G,38771,G,46294,G,40967,G,53509,G,67228,H,66119,G,31572,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5305,G,2940,G,7724,G,6315,H,2803,H,1494,G,4384,G,3616,G,3865,J,25690,G,2479,H,48516,G,2037,G,3218,H,2577,H,5401,G,7432,G,4976,G,4314,G,7305,G,3162,G,3307,G,3004,G,4617,G,7894,G,5105,G,4982,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",25721,G,20080,G,26932,G,28707,G,15320,G,15209,G,26100,G,12213,G,10494,G,83288,G,13038,G,159938,G,11919,G,14652,G,8851,G,16315,G,26174,G,21626,G,20897,G,33182,G,22366,G,28737,G,24775,G,26618,G,29275,G,38557,G,25339,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",10992,G,12107,G,17666,G,16456,G,6972,G,10736,G,14274,G,5876,G,8194,G,42691,G,8621,G,83114,G,7024,H,7413,G,4703,G,10816,G,19961,G,10738,G,7447,G,14794,G,7636,G,10792,H,9131,G,10936,G,11182,G,13961,G,10368,G
Business,"Paid employees for pay period including March 12","Industries not classified",31,J,19,J,99,H,39,J,22,J,52,G,57,G,29,J,63,J,182,J,26,G,359,H,36,H,42,J,14,J,92,J,56,G,29,J,49,H,44,J,65,J,30,J,56,G,45,H,32,J,31,H,34,J
Business,"Annual payroll ($1,000)","Total for all sectors",12700193,G,11723594,G,24442268,G,12994512,G,6967124,G,6820483,G,9484272,G,5347136,G,4916314,G,74402401,G,6231767,G,171221392,G,7862055,H,7175339,G,5415593,G,8026349,G,22441807,G,9899714,G,6244745,G,15951618,G,6690050,G,8630191,G,8293961,G,11941229,G,15829277,G,15392131,G,8519521,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",5877,G,311,H,5492,H,1509,J,196,J,97,J,D,D,D,D,D,D,D,D,D,D,4604,H,0,N,0,N,D,D,257,H,2585,G,11318,G,17679,G,D,D,20343,G,4217,G,13738,H,2182,G,D,D,554,G,5584,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",8992,H,346,G,6081,J,1735,G,D,D,D,D,0,N,0,N,0,N,12016,J,0,N,2522,H,0,N,0,N,0,N,1055,H,D,D,10378,J,20698,G,35180,H,22885,G,15825,G,50761,G,8568,H,D,D,D,D,29491,H
Business,"Annual payroll ($1,000)",Utilities,63368,J,55640,J,327806,J,64942,H,24703,J,D,D,111985,J,D,D,3895,H,D,D,81526,H,681964,J,D,D,D,D,D,D,D,D,426540,J,152078,H,63537,G,142383,G,80009,H,78615,J,78777,H,520954,H,D,D,136771,G,62864,G
Business,"Annual payroll ($1,000)",Construction,1205893,G,1624277,G,1162696,G,1199410,G,647866,H,810116,G,937444,G,210645,G,166244,G,1440645,G,713633,G,3607170,G,125171,G,1236662,G,385312,G,1181329,G,1428463,G,655813,G,572016,G,932141,G,511787,G,445238,G,435874,G,723800,G,728365,G,711210,G,738471,G
Business,"Annual payroll ($1,000)",Manufacturing,1028932,G,1556555,G,818994,G,422593,G,143292,G,202149,G,374426,G,199508,G,40859,G,433001,G,81666,G,1083407,G,17434,G,265871,G,226258,G,338767,G,1039811,G,843178,G,678248,G,1684057,G,1041978,G,1535921,G,1714081,G,1666920,G,2038337,G,1890851,G,2013207,G
Business,"Annual payroll ($1,000)","Wholesale trade",972218,G,1326318,G,2241146,G,569507,G,197495,G,246308,G,604967,G,219790,G,93073,G,1973131,G,186113,G,6762915,G,39877,H,490781,G,667045,G,288278,G,2201441,G,676736,G,283556,G,864159,G,273720,G,392812,G,286421,G,888577,G,962272,G,1095963,G,552598,G
Business,"Annual payroll ($1,000)","Retail trade",1257318,G,1042443,G,1383255,G,1197700,G,519867,G,668630,G,674060,G,521762,G,419565,G,2120711,G,652853,G,4032452,G,357560,G,499361,G,387653,G,830186,G,1215019,G,1084941,G,787555,G,1224903,G,930965,G,824683,G,803083,G,990971,G,1008256,G,967786,G,986774,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",237078,G,458298,G,427112,G,477250,G,2394523,G,81791,G,350011,G,319564,G,35992,H,546713,G,340071,G,1179458,H,29538,G,780140,J,275455,G,297421,H,438512,H,346744,G,232750,G,378890,G,267146,G,251988,G,208158,G,424594,G,315902,G,526655,G,208990,G
Business,"Annual payroll ($1,000)",Information,229031,G,501757,H,1069211,H,370142,H,98347,G,127883,G,480499,G,196520,J,147955,H,8725242,G,134903,G,14768397,G,113251,G,200394,G,108219,J,278533,H,709693,H,282747,G,129888,G,646692,H,134179,G,195214,G,161342,G,323270,G,712046,G,362362,G,117870,G
Business,"Annual payroll ($1,000)","Finance and insurance",1909988,J,427982,G,2558706,G,1350458,G,94827,H,464932,G,947171,J,270544,H,116097,G,27120522,G,252480,G,59612457,G,83230,G,173029,H,57367,G,383724,H,3179686,H,382606,G,333235,G,1509542,G,228078,H,790262,G,307823,G,843641,G,1047443,G,1728801,G,280174,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",138998,G,172499,G,500746,G,266396,G,132136,G,214826,G,275849,G,167729,G,138739,G,1551989,G,112745,G,4579855,G,191804,G,164040,G,159406,G,313183,G,429593,G,167679,G,74620,G,197147,G,70947,G,68386,G,84567,G,197029,G,269437,G,218040,G,92730,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1093056,H,831979,G,3326269,G,1385380,G,148883,G,311779,G,750314,G,171644,G,203934,G,10216151,G,279125,G,29594061,G,146281,G,126177,G,99686,G,398232,G,2168685,G,1000168,H,264395,G,2073245,G,221625,G,499366,G,314997,G,934422,G,1590030,G,1640408,G,343408,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",107376,G,353143,H,1867109,G,213509,H,52606,G,30987,H,60198,G,127955,H,4209,J,3064182,G,21831,H,11440864,G,64877,H,83343,H,24321,H,110882,H,2027100,G,531273,G,130073,H,633678,J,112848,H,264891,G,450845,H,197415,H,960477,H,635141,G,533049,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",556681,G,666928,G,964649,G,628958,G,261986,G,352256,H,277016,G,156498,G,84193,G,3146203,G,215339,G,5677007,G,109246,H,186303,H,168353,G,283636,G,861876,G,398534,G,154640,G,493504,G,204666,G,340348,G,240825,G,525894,G,1025933,G,820279,G,290148,G
Business,"Annual payroll ($1,000)","Educational services",125456,G,103443,H,438483,G,504495,G,271807,H,163515,G,479803,G,302230,G,260313,G,3471421,H,263231,G,3910824,H,1280161,H,373863,H,352476,G,527328,G,550577,G,287180,G,260128,H,810967,G,154590,G,211415,H,882099,J,479381,H,1397170,J,315840,G,98958,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2630746,G,1781617,G,5878429,H,3034521,G,1260346,G,2514962,G,1978183,G,1558000,G,2696588,G,4071756,G,2397868,G,10260902,G,4748179,J,1405760,G,1801274,G,1812419,G,4110196,G,2207883,G,1541313,G,3015148,G,1682305,G,1897374,G,1574892,G,2379650,G,2733036,H,3122789,G,1196857,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",190179,G,64700,G,282529,G,219351,H,151503,H,29638,G,182561,G,237269,H,112258,H,1450340,G,53704,H,3459930,G,65434,G,281965,J,350220,J,203032,G,360879,H,122134,G,117298,G,153050,G,77108,G,71406,G,71893,G,73962,G,123008,G,177689,H,332811,J
Business,"Annual payroll ($1,000)","Accommodation and food services",617114,G,392555,G,614816,G,611431,G,367980,G,292608,G,605082,G,260856,G,201651,G,2781654,G,241109,G,5824067,G,242190,G,323893,G,169342,G,350082,G,600054,G,409155,G,407404,G,615422,G,460991,G,506125,H,417469,G,457458,G,486627,G,669433,G,394221,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",320697,G,362147,G,565905,G,473766,G,197587,G,295392,G,392974,G,165477,G,189041,G,2126579,G,202743,G,4724234,G,219100,G,221218,G,132440,G,353277,G,682683,G,328300,G,174633,G,536290,G,192514,G,235545,G,195208,G,301680,G,331221,G,366550,G,240630,G
Business,"Annual payroll ($1,000)","Industries not classified",1195,G,656,G,2834,G,1459,G,807,H,1310,H,1715,H,1504,H,1695,G,6814,G,796,G,14302,G,1439,G,753,H,286,H,2548,G,2692,G,869,H,1079,H,739,G,1366,H,560,G,1108,G,861,G,876,G,475,H,686,G
Business,"Total Establishments","Total for all sectors",23101,X,20657,X,29761,X,24618,X,11571,X,18756,X,22322,X,11539,X,12771,X,40310,X,16191,X,70310,X,10098,X,12251,X,9235,X,16283,X,26445,X,19320,X,16879,X,19043,X,15532,X,14267,X,14500,X,16415,X,17182,X,17567,X,16241,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",59,X,6,X,20,X,4,X,3,X,3,X,2,X,1,X,1,X,1,X,2,X,7,X,0,X,0,X,1,X,4,X,15,X,73,X,96,X,11,X,115,X,43,X,46,X,22,X,7,X,3,X,44,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",11,X,5,X,4,X,4,X,2,X,1,X,0,X,0,X,0,X,5,X,0,X,12,X,0,X,0,X,0,X,4,X,7,X,11,X,42,X,10,X,35,X,22,X,68,X,16,X,6,X,5,X,37,X
Business,"Total Establishments",Utilities,31,X,13,X,28,X,18,X,9,X,4,X,14,X,12,X,3,X,17,X,9,X,31,X,6,X,10,X,3,X,6,X,39,X,35,X,41,X,24,X,69,X,31,X,48,X,44,X,21,X,17,X,47,X
